,Unnamed: 0,question,masked_question,masked_question_toks,query,schema_toks,tables,columns,sql_keywords,keywords_pred,accuracy_on_target,accuracy_on_prediction
1239,1239,What are the facility codes of the apartments with more than four bedrooms?,What are the [MASK] [MASK] of the [MASK] with more than four [MASK],"['What', 'are', 'the', '[MASK]', '[MASK]', 'of', 'the', '[MASK]', 'with', 'more', 'than', 'four', '[MASK]']",SELECT T1.facility_code FROM Apartment_Facilities AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T2.bedroom_count  >  4,"['Apartments', 'Apartment_Facilities', 'apt_id', 'bedroom_count', 'facility_code']","[('Apartments', 'T2'), ('Apartment_Facilities', 'T1')]","['apt_id', 'bedroom_count', 'facility_code']","as,select,where,from,join","having,as,select,count,group,from,join",0.8,0.5714285714285714
7510,7510,How many courses are there?,How many [MASK] are there?,"['How', 'many', '[MASK]', 'are', 'there?']",SELECT count(*) FROM Courses,['Courses'],"[('Courses', '')]",[],"select,from,count","select,from,count",1.0,1.0
7779,7779,Return the country codes for countries that do not speak English.,Return the [MASK] [MASK] for [MASK] that do not speak [MASK],"['Return', 'the', '[MASK]', '[MASK]', 'for', '[MASK]', 'that', 'do', 'not', 'speak', '[MASK]']","SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""","['countrylanguage', 'CountryCode', 'English', 'LANGUAGE']","[('countrylanguage', '')]","['CountryCode', 'English', 'LANGUAGE']","select,from,where,except","select,from,where,except",1.0,1.0
4420,4420,What is the average age for each gender?,What is the average [MASK] for each [MASK],"['What', 'is', 'the', 'average', '[MASK]', 'for', 'each', '[MASK]']","SELECT avg(age) ,  gender FROM Person GROUP BY gender","['Person', 'age', 'gender']","[('Person', '')]","['age', 'gender']","select,avg,group,from","as,select,avg,group,from,join",1.0,0.6666666666666666
4555,4555,How many different industries are the companies in?,How many different [MASK] are the [MASK] in?,"['How', 'many', 'different', '[MASK]', 'are', 'the', '[MASK]', 'in?']",SELECT count(DISTINCT Industry) FROM Companies,"['Companies', 'Industry']","[('Companies', '')]",['Industry'],"select,distinct,from,count","select,distinct,from,count",1.0,1.0
2351,2351,What campus has the most faculties in 2003?,What [MASK] has the most [MASK] in 2003?,"['What', '[MASK]', 'has', 'the', 'most', '[MASK]', 'in', '2003?']",SELECT T1.campus FROM campuses AS T1 JOIN faculty AS T2 ON T1.id  =  T2.campus WHERE T2.year  =  2003 ORDER BY T2.faculty DESC LIMIT 1,"['faculty', 'campuses', 'year', 'id', 'campus', 'faculty']","[('faculty', 'T2'), ('campuses', 'T1')]","['year', 'id', 'campus', 'faculty']","as,select,where,desc,from,order,limit,join","as,select,where,desc,from,order,limit,join",1.0,1.0
6837,6837,Find the name and city of the airport which is the source for the most number of flight routes.,Find the [MASK] and [MASK] of the [MASK] which is the source for the most [MASK] of flight [MASK],"['Find', 'the', '[MASK]', 'and', '[MASK]', 'of', 'the', '[MASK]', 'which', 'is', 'the', 'source', 'for', 'the', 'most', '[MASK]', 'of', 'flight', '[MASK]']","SELECT T1.name ,  T1.city ,  T2.src_apid FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.src_apid GROUP BY T2.src_apid ORDER BY count(*) DESC LIMIT 1","['routes', 'airports', 'src_apid', 'name', 'city', 'apid']","[('routes', 'T2'), ('airports', 'T1')]","['src_apid', 'name', 'city', 'apid']","as,select,count,group,desc,from,order,limit,join","as,select,count,group,desc,from,order,limit,join",1.0,1.0
4132,4132,Show the distinct director of films with market estimation in the year of 1995.,Show the distinct [MASK] of [MASK] with [MASK] [MASK] in the [MASK] of 1995.,"['Show', 'the', 'distinct', '[MASK]', 'of', '[MASK]', 'with', '[MASK]', '[MASK]', 'in', 'the', '[MASK]', 'of', '1995.']",SELECT DISTINCT T1.Director FROM film AS T1 JOIN film_market_estimation AS T2 ON T1.Film_ID  =  T2.Film_ID WHERE T2.Year  =  1995,"['film_market_estimation', 'film', 'Year', 'Film_ID', 'Director']","[('film_market_estimation', 'T2'), ('film', 'T1')]","['Year', 'Film_ID', 'Director']","as,select,where,distinct,from,join","select,from,where,distinct",0.6666666666666666,1.0
4954,4954,What is the average training hours of all players?,What is the average training hours of all [MASK],"['What', 'is', 'the', 'average', 'training', 'hours', 'of', 'all', '[MASK]']",SELECT avg(HS) FROM Player,"['Player', 'HS']","[('Player', '')]",['HS'],"select,avg,from","select,from,where",0.6666666666666666,0.6666666666666666
1795,1795,What are the balances of checking accounts belonging to people with savings balances greater than the average savings balance?,What are the [MASK] of [MASK] [MASK] belonging to people with [MASK] [MASK] greater than the average [MASK] [MASK],"['What', 'are', 'the', '[MASK]', 'of', '[MASK]', '[MASK]', 'belonging', 'to', 'people', 'with', '[MASK]', '[MASK]', 'greater', 'than', 'the', 'average', '[MASK]', '[MASK]']",SELECT T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid WHERE T1.name IN (SELECT T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid WHERE T2.balance  >  (SELECT avg(balance) FROM savings)),"['savings', 'accounts', 'checking', 'savings', 'balance', 'custid', 'name']","[('savings', ''), ('accounts', 'T1'), ('checking', 'T2'), ('savings', 'T2')]","['balance', 'custid', 'name']","as,select,in,avg,where,from,join","select,avg,from,where",0.5714285714285714,1.0
1798,1798,Find the name of account that has the lowest total checking and saving balance.,Find the [MASK] of [MASK] that has the lowest total [MASK] and [MASK] [MASK],"['Find', 'the', '[MASK]', 'of', '[MASK]', 'that', 'has', 'the', 'lowest', 'total', '[MASK]', 'and', '[MASK]', '[MASK]']",SELECT T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance LIMIT 1,"['savings', 'accounts', 'checking', 'balance', 'custid', 'name']","[('savings', 'T3'), ('accounts', 'T1'), ('checking', 'T2')]","['balance', 'custid', 'name']","as,select,from,order,limit,join","as,select,from,order,limit,join",1.0,1.0
453,453,Show all allergy types and the number of allergies in each type.,Show all [MASK] [MASK] and the [MASK] of [MASK] in each [MASK],"['Show', 'all', '[MASK]', '[MASK]', 'and', 'the', '[MASK]', 'of', '[MASK]', 'in', 'each', '[MASK]']","SELECT allergytype ,  count(*) FROM Allergy_type GROUP BY allergytype","['Allergy_type', 'allergytype']","[('Allergy_type', '')]",['allergytype'],"select,from,count,group","select,count,group,from",1.0,1.0
1616,1616,"What are the different product names, and what is the sum of quantity ordered for each product?",What are the different [MASK] [MASK] and what is the sum of [MASK] [MASK] for each [MASK],"['What', 'are', 'the', 'different', '[MASK]', '[MASK]', 'and', 'what', 'is', 'the', 'sum', 'of', '[MASK]', '[MASK]', 'for', 'each', '[MASK]']","SELECT T2.product_name ,  sum(T1.product_quantity) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id GROUP BY T2.product_name","['Order_items', 'Products', 'product_quantity', 'product_name', 'product_id']","[('Order_items', 'T1'), ('Products', 'T2')]","['product_quantity', 'product_name', 'product_id']","as,select,group,from,sum,join","as,select,group,from,sum,join",1.0,1.0
6775,6775,How many activities does Mark Giuliano participate in?,How many activities does [MASK] [MASK] [MASK] in?,"['How', 'many', 'activities', 'does', '[MASK]', '[MASK]', '[MASK]', 'in?']","SELECT count(*) FROM Faculty AS T1 JOIN Faculty_participates_in AS T2 ON T1.facID  =  T2.facID WHERE T1.fname  =  ""Mark"" AND T1.lname  =  ""Giuliano""","['Faculty', 'Faculty_participates_in', 'lname', 'Mark', 'fname', 'facID', 'Giuliano']","[('Faculty', 'T1'), ('Faculty_participates_in', 'T2')]","['lname', 'Mark', 'fname', 'facID', 'Giuliano']","as,select,where,count,and,from,join","select,from,count,where",0.5714285714285714,1.0
7110,7110,What is the number of car models that are produced by each maker and what is the id and full name of each maker?,What is the [MASK] of [MASK] [MASK] that are produced by each [MASK] and what is the [MASK] and [MASK] [MASK] of each [MASK],"['What', 'is', 'the', '[MASK]', 'of', '[MASK]', '[MASK]', 'that', 'are', 'produced', 'by', 'each', '[MASK]', 'and', 'what', 'is', 'the', '[MASK]', 'and', '[MASK]', '[MASK]', 'of', 'each', '[MASK]']","SELECT Count(*) ,  T2.FullName ,  T2.id FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id GROUP BY T2.id;","['MODEL_LIST', 'CAR_MAKERS', 'Id', 'id', 'Maker', 'FullName']","[('MODEL_LIST', 'T1'), ('CAR_MAKERS', 'T2')]","['Id', 'id', 'Maker', 'FullName']","as,select,count,group,from,join","select,from,count,group",0.6666666666666666,1.0
6224,6224,How many captains with younger than 50 are in each rank?,How many [MASK] with younger than 50 are in each [MASK],"['How', 'many', '[MASK]', 'with', 'younger', 'than', '50', 'are', 'in', 'each', '[MASK]']","SELECT count(*) ,  rank FROM captain WHERE age  <  50 GROUP BY rank","['captain', 'age', 'rank']","[('captain', '')]","['age', 'rank']","select,where,count,group,from","select,where,count,group,from",1.0,1.0
2973,2973,Return the titles of any movies with an R rating.,Return the [MASK] of any movies with an R [MASK],"['Return', 'the', '[MASK]', 'of', 'any', 'movies', 'with', 'an', 'R', '[MASK]']",SELECT title FROM film WHERE rating  =  'R',"['film', 'rating', 'title']","[('film', '')]","['rating', 'title']","select,from,where","select,from,where",1.0,1.0
4681,4681,Which building does the instructor who teaches the most number of courses live in?,Which [MASK] does the [MASK] who teaches the most [MASK] of [MASK] live in?,"['Which', '[MASK]', 'does', 'the', '[MASK]', 'who', 'teaches', 'the', 'most', '[MASK]', 'of', '[MASK]', 'live', 'in?']",SELECT T2.Building FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID GROUP BY T1.Instructor ORDER BY count(*) DESC LIMIT 1,"['COURSE', 'FACULTY', 'Instructor', 'Building', 'FacID']","[('COURSE', 'T1'), ('FACULTY', 'T2')]","['Instructor', 'Building', 'FacID']","as,select,count,group,desc,from,order,limit,join","as,select,count,group,desc,from,order,limit,join",1.0,1.0
1706,1706,Find the name of the user who gives the most reviews.,Find the [MASK] of the [MASK] who gives the most [MASK],"['Find', 'the', '[MASK]', 'of', 'the', '[MASK]', 'who', 'gives', 'the', 'most', '[MASK]']",SELECT T1.name FROM useracct AS T1 JOIN review AS T2 ON T1.u_id  =  T2.u_id GROUP BY T2.u_id ORDER BY count(*) DESC LIMIT 1,"['useracct', 'review', 'u_id', 'name']","[('useracct', 'T1'), ('review', 'T2')]","['u_id', 'name']","as,select,count,group,desc,from,order,limit,join","as,select,count,group,desc,from,order,limit,join",1.0,1.0
7059,7059,Find the first name of students who have both cat and dog pets .,Find the first [MASK] of [MASK] who have both cat and dog [MASK] .,"['Find', 'the', 'first', '[MASK]', 'of', '[MASK]', 'who', 'have', 'both', 'cat', 'and', 'dog', '[MASK]', '.']",select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'cat' intersect select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'dog',"['pets', 'student', 'has_pet', 'petid', 'fname', 'pettype', 'stuid']","[('pets', 't3'), ('student', 't1'), ('has_pet', 't2')]","['petid', 'fname', 'pettype', 'stuid']","as,select,intersect,where,from,join","as,select,where,from,join,distinct",0.8333333333333334,0.8333333333333334
4175,4175,"When was the document named ""Marry CV"" stored? Give me the date.","When was the [MASK] [MASK] [MASK] CV"" [MASK] Give me the [MASK]","['When', 'was', 'the', '[MASK]', '[MASK]', '[MASK]', 'CV""', '[MASK]', 'Give', 'me', 'the', '[MASK]']","SELECT date_stored FROM All_documents WHERE Document_name  =  ""Marry CV""","['All_documents', 'Document_name', 'date_stored', 'Marry CV']","[('All_documents', '')]","['Document_name', 'date_stored', 'Marry CV']","select,from,where","select,from,where",1.0,1.0
65,65,What are the ids of all students who have attended at least one course?,What are the [MASK] of all [MASK] who have [MASK] at least one [MASK],"['What', 'are', 'the', '[MASK]', 'of', 'all', '[MASK]', 'who', 'have', '[MASK]', 'at', 'least', 'one', '[MASK]']",SELECT student_id FROM student_course_attendance,"['student_course_attendance', 'student_id']","[('student_course_attendance', '')]",['student_id'],"select,from","as,select,distinct,from,join",1.0,0.4
2750,2750,How many distinct governors are there?,How many distinct [MASK] are there?,"['How', 'many', 'distinct', '[MASK]', 'are', 'there?']",SELECT count(DISTINCT Governor) FROM party,"['party', 'Governor']","[('party', '')]",['Governor'],"select,distinct,from,count","select,distinct,from,count",1.0,1.0
6565,6565,What is the color of the grape whose wine products has the highest average price?,What is the [MASK] of the [MASK] whose [MASK] products has the highest average [MASK],"['What', 'is', 'the', '[MASK]', 'of', 'the', '[MASK]', 'whose', '[MASK]', 'products', 'has', 'the', 'highest', 'average', '[MASK]']",SELECT T1.Color FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape  =  T2.Grape GROUP BY T2.Grape ORDER BY AVG(Price) DESC LIMIT 1,"['WINE', 'GRAPES', 'Price', 'Grape', 'Color']","[('WINE', 'T2'), ('GRAPES', 'T1')]","['Price', 'Grape', 'Color']","as,select,avg,group,desc,from,order,limit,join","select,avg,group,desc,from,order,limit,as,join",1.0,1.0
3619,3619,Find the top 3 artists who have the largest number of songs works whose language is Bangla.,Find the top 3 [MASK] who have the largest [MASK] of [MASK] works whose [MASK] is [MASK],"['Find', 'the', 'top', '3', '[MASK]', 'who', 'have', 'the', 'largest', '[MASK]', 'of', '[MASK]', 'works', 'whose', '[MASK]', 'is', '[MASK]']","SELECT T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""bangla"" GROUP BY T2.artist_name ORDER BY count(*) DESC LIMIT 3","['artist', 'song', 'artist_name', 'bangla', 'languages']","[('artist', 'T1'), ('song', 'T2')]","['artist_name', 'bangla', 'languages']","as,select,where,count,group,desc,from,order,limit,join","as,select,count,group,desc,from,order,limit,join",0.9,1.0
5139,5139,Find the product names whose average product price is below 1000000.,Find the [MASK] [MASK] whose average [MASK] [MASK] is below 1000000.,"['Find', 'the', '[MASK]', '[MASK]', 'whose', 'average', '[MASK]', '[MASK]', 'is', 'below', '1000000.']",SELECT Product_Name FROM PRODUCTS GROUP BY Product_Name HAVING avg(Product_Price)  <  1000000,"['PRODUCTS', 'Product_Price', 'Product_Name']","[('PRODUCTS', '')]","['Product_Price', 'Product_Name']","having,select,avg,group,from","select,from,having,avg,group",1.0,1.0
3938,3938,How many different types of rooms are there?,How many different [MASK] of [MASK] are there?,"['How', 'many', 'different', '[MASK]', 'of', '[MASK]', 'are', 'there?']",SELECT count(DISTINCT roomtype) FROM room,"['room', 'roomtype']","[('room', '')]",['roomtype'],"select,distinct,from,count","select,distinct,from,count",1.0,1.0
7895,7895,What are the ids of high school students who do not have friends?,What are the [MASK] of [MASK] [MASK] [MASK] who do not have [MASK],"['What', 'are', 'the', '[MASK]', 'of', '[MASK]', '[MASK]', '[MASK]', 'who', 'do', 'not', 'have', '[MASK]']",SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,"['Friend', 'Highschooler', 'id', 'student_id']","[('Friend', ''), ('Highschooler', '')]","['id', 'student_id']","select,from,except","select,not,in,where,from",0.6666666666666666,0.4
2106,2106,How many employees do we have?,How many [MASK] do we have?,"['How', 'many', '[MASK]', 'do', 'we', 'have?']",SELECT count(*) FROM Employees;,['Employees'],"[('Employees', '')]",[],"select,from,count","select,from,count",1.0,1.0
2042,2042,"What are the different region names, ordered by labels?",What are the different [MASK] [MASK] ordered by [MASK],"['What', 'are', 'the', 'different', '[MASK]', '[MASK]', 'ordered', 'by', '[MASK]']",SELECT DISTINCT region_name FROM region ORDER BY Label,"['region', 'Label', 'region_name']","[('region', '')]","['Label', 'region_name']","select,distinct,from,order","select,from,order",0.75,1.0
